,linear.weight,linear.bias
10,"[[ 0.12643516  0.2551894   0.03214099  0.3827214   0.50491023  0.01645007
  -0.13758941  0.34749374  0.4483997   0.27957582 -0.0306943  -0.03799082
   0.32687065  0.39616746  0.3096679   0.04755324 -1.7609243  -3.4057581
  -0.9698653   1.3293612   0.8919315   0.97064465]]",[-2.6364658]
11,"[[ 0.07883316  0.21289712  0.00567634  0.36278644  0.49711356 -0.01032647
  -0.19069628  0.32232735  0.43772563  0.24544334 -0.04415464 -0.04771297
   0.277917    0.359268    0.2614593  -0.00977057 -1.9309742  -3.6978812
  -1.0886776   1.339593    0.8867492   0.97196823]]",[-2.631112]
12,"[[ 0.03242982  0.17470877 -0.00446208  0.34437674  0.49007767 -0.02799476
  -0.24931848  0.30001447  0.42873034  0.21322846 -0.0606746  -0.06279632
   0.2307062   0.3243749   0.21764621 -0.02808796 -2.0906558  -3.9703822
  -1.1995392   1.344424    0.8828681   0.9739282 ]]",[-2.6296017]
13,"[[-2.6433885e-03  1.4080796e-01 -1.0912759e-02  3.2782710e-01
   4.8407128e-01 -3.6926400e-02 -3.0965456e-01  2.8063652e-01
   4.2179713e-01  1.8358555e-01 -7.9008959e-02 -8.2477756e-02
   1.8511763e-01  2.9088393e-01  1.7807983e-01 -3.9702430e-02
  -2.2414694e+00 -4.2250237e+00 -1.3026521e+00  1.3444735e+00
   8.7983197e-01  9.7691196e-01]]",[-2.6295044]
14,"[[-0.01250264  0.11092231 -0.01658739  0.31326276  0.47921163 -0.04342007
  -0.36883226  0.26390815  0.41687027  0.15695421 -0.09787977 -0.10670946
   0.14186546  0.25925294  0.14188063 -0.05264704 -2.3838537  -4.463617
  -1.398466    1.3412778   0.87709683  0.9798199 ]]",[-2.6314065]
15,"[[-0.01830416  0.08497043 -0.02258908  0.3009159   0.47580278 -0.04872938
  -0.4248859   0.24980336  0.41396672  0.1336826  -0.1167857  -0.134564
   0.10153966  0.22998084  0.10827079 -0.06689607 -2.5181582  -4.6879687
  -1.487588    1.3362089   0.874403    0.9815488 ]]",[-2.6342604]
16,"[[-0.02341853  0.06233541 -0.02758151  0.2904932   0.47367036 -0.05507756
  -0.477319    0.23787256  0.41267884  0.1134121  -0.13524888 -0.16534229
   0.06391583  0.20282544  0.07692058 -0.08189758 -2.6449852  -4.8994803
  -1.5706689   1.3298528   0.87174183  0.9822375 ]]",[-2.6367254]
17,"[[-0.02883537  0.04232731 -0.03535806  0.28157234  0.472499   -0.06436323
  -0.5262377   0.22759733  0.41252667  0.09560109 -0.15281503 -0.19842984
   0.02881224  0.17772447  0.04744752 -0.09727108 -2.7647953  -5.0994368
  -1.6483855   1.3228488   0.8690931   0.9818827 ]]",[-2.637964]
18,"[[-3.4835197e-02  2.4352768e-02 -4.4868708e-02  2.7376771e-01
   4.7199082e-01 -7.5396992e-02 -5.7193077e-01  2.1853329e-01
   4.1307899e-01  7.9737611e-02 -1.6926821e-01 -2.3345031e-01
   3.0683277e-05  1.5458202e-01  1.9580500e-02 -1.1275686e-01
  -2.8780460e+00 -5.2888765e+00 -1.7213076e+00  1.3156066e+00
   8.6646974e-01  9.8054081e-01]]",[-2.637962]
19,"[[-4.0309437e-02  8.4263477e-03 -5.5680767e-02  2.6629621e-01
   4.7220838e-01 -8.7401330e-02 -6.1470455e-01  2.1044303e-01
   4.1404089e-01  6.4680539e-02 -1.8447274e-01 -2.7010798e-01
   2.3403083e-05  1.3329330e-01 -1.0202686e-04 -1.2812513e-01
  -2.9854908e+00 -5.4684515e+00 -1.7901061e+00  1.3082732e+00
   8.6418492e-01  9.7861582e-01]]",[-2.6366918]
20,"[[-4.88879122e-02  3.20763118e-03 -6.68887049e-02  2.58869410e-01
   4.72973585e-01 -9.96572375e-02 -6.54846668e-01  2.02464834e-01
   4.15468037e-01  5.04986495e-02 -1.98205352e-01 -3.08198422e-01
  -6.81279926e-06  1.13764316e-01  3.48709291e-05 -1.42929643e-01
  -3.08748627e+00 -5.63893795e+00 -1.85544920e+00  1.30129635e+00
   8.61950696e-01  9.76388276e-01]]",[-2.6341882]
21,"[[-5.9557401e-02  2.7358634e-03 -7.8096837e-02  2.5164872e-01
   4.7417286e-01 -1.1173606e-01 -6.9254345e-01  1.9464523e-01
   4.1725039e-01  3.7289005e-02 -2.1064578e-01 -3.4756505e-01
  -7.1506089e-05  9.5616363e-02  5.4886796e-06 -1.5678822e-01
  -3.1844521e+00 -5.8010607e+00 -1.9174880e+00  1.2947172e+00
   8.5933989e-01  9.7429502e-01]]",[-2.6310809]
22,"[[-7.1379855e-02  2.2771398e-03 -8.9111619e-02  2.4469818e-01
   4.7569498e-01 -1.2340450e-01 -7.2803515e-01  1.8706970e-01
   4.1927198e-01  2.4991669e-02 -2.2203696e-01 -3.8784698e-01
   3.5394660e-05  7.8641459e-02 -3.9550090e-05 -1.6961682e-01
  -3.2767842e+00 -5.9554696e+00 -1.9764298e+00  1.2885357e+00
   8.5628897e-01  9.7251159e-01]]",[-2.6271152]
23,"[[-8.3827801e-02  2.0542485e-03 -9.9894874e-02  2.3797756e-01
   4.7738203e-01 -1.3461019e-01 -7.6162028e-01  1.7971602e-01
   4.2138308e-01  1.3461976e-02 -2.3251228e-01 -4.2881364e-01
   3.2804426e-05  6.2726162e-02 -3.6086123e-05 -1.8146475e-01
  -3.3648181e+00 -6.1027246e+00 -2.0325015e+00  1.2827291e+00
   8.5290605e-01  9.7106791e-01]]",[-2.622268]
24,"[[-9.6545748e-02  7.5502839e-04 -1.1042564e-01  2.3145053e-01
   4.7912142e-01 -1.4533173e-01 -7.9353416e-01  1.7256334e-01
   4.2347884e-01  2.5806511e-03 -2.4217761e-01 -4.7030458e-01
   6.4180356e-05  4.7774579e-02  4.7573169e-05 -1.9237676e-01
  -3.4488533e+00 -6.2433133e+00 -2.0858998e+00  1.2772789e+00
   8.4925848e-01  9.6998727e-01]]",[-2.6166756]
25,"[[-1.09284006e-01  1.48059444e-05 -1.20670050e-01  2.25112513e-01
   4.80849981e-01 -1.55544892e-01 -8.23939145e-01  1.65612936e-01
   4.25503761e-01 -1.19469967e-03 -2.51067102e-01 -5.12239099e-01
   2.41259131e-05  3.37491147e-02  9.43589621e-05 -2.02429146e-01
  -3.52918696e+00 -6.37766552e+00 -2.13680410e+00  1.27217484e+00
   8.45435977e-01  9.69261229e-01]]",[-2.6106293]
26,"[[-1.2170761e-01 -6.1156251e-04 -1.3045433e-01  2.1909723e-01
   4.8265594e-01 -1.6507576e-01 -8.5280478e-01  1.5899989e-01
   4.2754495e-01 -2.3394339e-03 -2.5919995e-01 -5.5458444e-01
   1.1795552e-05  2.0733600e-02 -8.6132968e-05 -2.1173514e-01
  -3.6062570e+00 -6.5060744e+00 -2.1853659e+00  1.2674322e+00
   8.4154201e-01  9.6888709e-01]]",[-2.6046886]
27,"[[-1.3368697e-01 -1.1386951e-03 -1.3974275e-01  2.1343663e-01
   4.8454860e-01 -1.7389601e-01 -8.8021928e-01  1.5275005e-01
   4.2961770e-01 -2.4473188e-03 -2.6671758e-01 -5.9713513e-01
   1.1228444e-05  8.6607412e-03 -8.4464948e-05 -2.2034375e-01
  -3.6802626e+00 -6.6289387e+00 -2.2317414e+00  1.2630413e+00
   8.3762068e-01  9.6884859e-01]]",[-2.5984745]
28,"[[-1.4493035e-01 -1.7290383e-03 -1.4889705e-01  2.0824462e-01
   4.8651424e-01 -1.8205076e-01 -9.0616983e-01  1.4684708e-01
   4.3151742e-01 -2.4345345e-03 -2.7364749e-01 -6.3974941e-01
   4.5985493e-05  8.5128667e-03 -7.0887501e-05 -2.2816108e-01
  -3.7514062e+00 -6.7466969e+00 -2.2759571e+00  1.2588369e+00
   8.3368629e-01  9.6931773e-01]]",[-2.5918868]
29,"[[-1.5546466e-01 -2.4901463e-03 -1.5790646e-01  2.0348544e-01
   4.8851770e-01 -1.8957180e-01 -9.3078691e-01  1.4125119e-01
   4.3320426e-01 -2.5860602e-03 -2.8005326e-01 -6.8235731e-01
  -5.0522573e-05  8.6052231e-03 -5.6468311e-05 -2.3526171e-01
  -3.8198276e+00 -6.8596830e+00 -2.3181541e+00  1.2548103e+00
   8.2976884e-01  9.7023553e-01]]",[-2.5850449]
30,"[[-1.6539493e-01 -3.1209516e-03 -1.6668573e-01  1.9908740e-01
   4.9052835e-01 -1.9650482e-01 -9.5421296e-01  1.3593748e-01
   4.3472689e-01 -2.5411660e-03 -2.8600204e-01 -7.2487295e-01
  -4.9018934e-05  8.7529803e-03 -6.8530695e-05 -2.4172507e-01
  -3.8856511e+00 -6.9681883e+00 -2.3584752e+00  1.2509718e+00
   8.2589269e-01  9.7153300e-01]]",[-2.5779784]
31,"[[-1.7479736e-01 -3.8713210e-03 -1.7517923e-01  1.9499725e-01
   4.9252760e-01 -2.0289391e-01 -9.7656012e-01  1.3088879e-01
   4.3612379e-01 -2.6698892e-03 -2.9154417e-01 -7.6722318e-01
   5.0857845e-05  8.9766756e-03  9.3250223e-05 -2.4762560e-01
  -3.9490106e+00 -7.0724730e+00 -2.3970432e+00  1.2473334e+00
   8.2209218e-01  9.7315067e-01]]",[-2.570733]
32,"[[-1.8373565e-01 -4.3033413e-03 -1.8334888e-01  1.9117476e-01
   4.9450022e-01 -2.0878124e-01 -9.9792039e-01  1.2608449e-01
   4.3742540e-01 -2.8509656e-03 -2.9672056e-01 -8.0934727e-01
   7.5317672e-05  9.0816794e-03  1.9515865e-06 -2.5301391e-01
  -4.0100193e+00 -7.1727810e+00 -2.4339719e+00  1.2439028e+00
   8.1837171e-01  9.7504550e-01]]",[-2.5633552]
33,"[[-1.92243427e-01 -4.69481666e-03 -1.91184595e-01  1.87588558e-01
   4.96440917e-01 -2.14207038e-01 -1.01836503e+00  1.21516526e-01
   4.38654929e-01 -2.87639024e-03 -3.01571697e-01 -8.51185381e-01
   8.48210584e-06  9.27271042e-03  7.04961421e-05 -2.57944316e-01
  -4.06880713e+00 -7.26934099e+00 -2.46936178e+00  1.24067664e+00
   8.14758480e-01  9.77182686e-01]]",[-2.5558689]
34,"[[-2.0036244e-01 -5.1560467e-03 -1.9867741e-01  1.8421167e-01
   4.9834239e-01 -2.1921065e-01 -1.0379606e+00  1.1716795e-01
   4.3982950e-01 -2.8922302e-03 -3.0612224e-01 -8.9268988e-01
   5.5462646e-05  9.3551790e-03  9.1247093e-05 -2.6246101e-01
  -4.1254807e+00 -7.3623533e+00 -2.5033023e+00  1.2376554e+00
   8.1126630e-01  9.7952908e-01]]",[-2.5483065]
35,"[[-2.0812519e-01 -5.5990391e-03 -2.0583850e-01  1.8102083e-01
   5.0019789e-01 -2.2383392e-01 -1.0567673e+00  1.1302293e-01
   4.4095722e-01 -3.1987838e-03 -3.1039891e-01 -9.3381101e-01
   2.3957340e-05  9.5185069e-03  5.8504709e-05 -2.6659861e-01
  -4.1801372e+00 -7.4520116e+00 -2.5358849e+00  1.2348320e+00
   8.0790639e-01  9.8206031e-01]]",[-2.540662]
36,"[[-2.1556476e-01 -5.7612141e-03 -2.1267770e-01  1.7799352e-01
   5.0200003e-01 -2.2811528e-01 -1.0748392e+00  1.0906279e-01
   4.4204363e-01 -3.3320715e-03 -3.1442016e-01 -9.7452664e-01
  -8.0619568e-05  9.5592802e-03 -3.9352290e-05 -2.7038717e-01
  -4.2328796e+00 -7.5384908e+00 -2.5671792e+00  1.2322032e+00
   8.0468321e-01  9.8475528e-01]]",[-2.5329866]
37,"[[-2.2269730e-01 -6.1813253e-03 -2.1920358e-01  1.7512232e-01
   5.0375098e-01 -2.3208086e-01 -1.0922146e+00  1.0528598e-01
   4.4309863e-01 -3.4674793e-03 -3.1821418e-01 -1.0147878e+00
  -5.8960261e-05  9.6729062e-03  8.0305672e-06 -2.7385935e-01
  -4.2838063e+00 -7.6219630e+00 -2.5972598e+00  1.2297598e+00
   8.0160493e-01  9.8759490e-01]]",[-2.5252829]
38,"[[-2.2954170e-01 -6.3778590e-03 -2.2543122e-01  1.7239356e-01
   5.0544995e-01 -2.3575835e-01 -1.1089337e+00  1.0167669e-01
   4.4412559e-01 -3.5909859e-03 -3.2179597e-01 -1.0545766e+00
   8.2763654e-05  9.8523563e-03 -2.7336764e-06 -2.7704060e-01
  -4.3330035e+00 -7.7025781e+00 -2.6261940e+00  1.2274988e+00
   7.9867858e-01  9.9056399e-01]]",[-2.5175843]
39,"[[-2.3611765e-01 -6.5354700e-03 -2.3136875e-01  1.6979580e-01
   5.0709933e-01 -2.3917221e-01 -1.1250346e+00  9.8225489e-02
   4.4513187e-01 -3.6226762e-03 -3.2518035e-01 -1.0938653e+00
  -4.6326953e-05  9.8927645e-03 -8.5794811e-05 -2.7995148e-01
  -4.3805404e+00 -7.7804794e+00 -2.6540451e+00  1.2254142e+00
   7.9590094e-01  9.9364734e-01]]",[-2.509895]
40,"[[-2.4243441e-01 -6.7843939e-03 -2.3703681e-01  1.6731995e-01
   5.0869948e-01 -2.4234737e-01 -1.1405481e+00  9.4928578e-02
   4.4611767e-01 -3.9387974e-03 -3.2838106e-01 -1.1326275e+00
  -5.7913036e-05  9.9859647e-03 -2.8528375e-05 -2.8261691e-01
  -4.4265079e+00 -7.8557992e+00 -2.6808715e+00  1.2234960e+00
   7.9328293e-01  9.9683386e-01]]",[-2.5022206]
41,"[[-2.4851455e-01 -6.8815295e-03 -2.4245089e-01  1.6495608e-01
   5.1024711e-01 -2.4530800e-01 -1.1555099e+00  9.1770895e-02
   4.4708174e-01 -4.0856968e-03 -3.3141220e-01 -1.1708565e+00
   5.7536559e-05  1.0121661e-02 -4.1675379e-05 -2.8505272e-01
  -4.4709692e+00 -7.9286656e+00 -2.7067211e+00  1.2217373e+00
   7.9081911e-01  1.0001118e+00]]",[-2.4945912]
42,"[[-2.5437450e-01 -7.1588005e-03 -2.4762447e-01  1.6269872e-01
   5.1174295e-01 -2.4807312e-01 -1.1699489e+00  8.8741854e-02
   4.4802585e-01 -4.4177170e-03 -3.3428746e-01 -1.2085259e+00
   1.0208109e-04  1.0292091e-02  7.1461276e-05 -2.8727779e-01
  -4.5139966e+00 -7.9991927e+00 -2.7316444e+00  1.2201314e+00
   7.8851330e-01  1.0034680e+00]]",[-2.4869857]
43,"[[-2.6002374e-01 -7.2123003e-03 -2.5256947e-01  1.6053814e-01
   5.1318920e-01 -2.5066060e-01 -1.1838918e+00  8.5838109e-02
   4.4895151e-01 -4.5269704e-03 -3.3701715e-01 -1.2456434e+00
   7.1444731e-05  1.0295992e-02 -8.9214380e-05 -2.8930768e-01
  -4.5556569e+00 -8.0674829e+00 -2.7556896e+00  1.2186725e+00
   7.8635937e-01  1.0068973e+00]]",[-2.479465]
44,"[[-2.6547095e-01 -7.3602158e-03 -2.5729766e-01  1.5847442e-01
   5.1458889e-01 -2.5308195e-01 -1.1973578e+00  8.3052300e-02
   4.4986069e-01 -4.8088422e-03 -3.3961344e-01 -1.2821877e+00
  -4.0180254e-05  1.0522918e-02  7.5822267e-05 -2.9115838e-01
  -4.5959969e+00 -8.1336489e+00 -2.7788980e+00  1.2173538e+00
   7.8436118e-01  1.0103883e+00]]",[-2.4719977]
45,"[[-2.7073437e-01 -7.4016540e-03 -2.6182356e-01  1.5649758e-01
   5.1593888e-01 -2.5535780e-01 -1.2103763e+00  8.0376409e-02
   4.5075074e-01 -5.3563588e-03 -3.4208903e-01 -1.3181528e+00
  -1.6895303e-05  1.0563355e-02 -4.2935888e-05 -2.9284158e-01
  -4.6350746e+00 -8.1977768e+00 -2.8013101e+00  1.2161673e+00
   7.8251028e-01  1.0139334e+00]]",[-2.464583]
46,"[[-2.7582848e-01 -7.4930913e-03 -2.6616499e-01  1.5459423e-01
   5.1723576e-01 -2.5750750e-01 -1.2229768e+00  7.7797621e-02
   4.5161772e-01 -5.9016277e-03 -3.4445050e-01 -1.3535343e+00
  -5.9020131e-05  1.0609164e-02 -5.2907406e-05 -2.9436821e-01
  -4.6729469e+00 -8.2599621e+00 -2.8229642e+00  1.2151064e+00
   7.8080535e-01  1.0175272e+00]]",[-2.4572232]
47,"[[-2.8076422e-01 -7.7779531e-03 -2.7033076e-01  1.5276149e-01
   5.1848012e-01 -2.5954160e-01 -1.2351773e+00  7.5309046e-02
   4.5246163e-01 -6.4526214e-03 -3.4670097e-01 -1.3883272e+00
   2.6814661e-05  1.0659268e-02  4.9636292e-05 -2.9575458e-01
  -4.7096581e+00 -8.3202791e+00 -2.8438985e+00  1.2141664e+00
   7.7925003e-01  1.0211561e+00]]",[-2.4499288]
48,"[[-2.8553769e-01 -7.6599843e-03 -2.7433601e-01  1.5099756e-01
   5.1967824e-01 -2.6146913e-01 -1.2469931e+00  7.2912179e-02
   4.5328182e-01 -6.8331813e-03 -3.4884664e-01 -1.4225470e+00
   2.9475246e-05  1.0902611e-02  6.9894646e-05 -2.9700601e-01
  -4.7452703e+00 -8.3788185e+00 -2.8641379e+00  1.2133387e+00
   7.7783871e-01  1.0248258e+00]]",[-2.4427547]
49,"[[-2.9016864e-01 -7.8912424e-03 -2.7817914e-01  1.4930338e-01
   5.2082914e-01 -2.6329687e-01 -1.2584407e+00  7.0597805e-02
   4.5408219e-01 -7.1839499e-03 -3.5089719e-01 -1.4561763e+00
  -3.3754222e-05  1.0936626e-02 -7.2489420e-06 -2.9813647e-01
  -4.7798142e+00 -8.4356594e+00 -2.8837204e+00  1.2126236e+00
   7.7656490e-01  1.0285199e+00]]",[-2.4356441]
50,"[[-2.9465008e-01 -7.8568216e-03 -2.8186721e-01  1.4767247e-01
   5.2194059e-01 -2.6502857e-01 -1.2695316e+00  6.8367757e-02
   4.5486668e-01 -7.3750447e-03 -3.5285342e-01 -1.4892316e+00
   9.5082241e-06  1.0965248e-02  2.8611885e-05 -2.9915333e-01
  -4.8133411e+00 -8.4908295e+00 -2.9026752e+00  1.2120136e+00
   7.7542806e-01  1.0322411e+00]]",[-2.4286604]
51,"[[-2.9899913e-01 -7.9500405e-03 -2.8540802e-01  1.4610566e-01
   5.2301085e-01 -2.6667410e-01 -1.2802857e+00  6.6217005e-02
   4.5563522e-01 -7.8924410e-03 -3.5472786e-01 -1.5216964e+00
  -1.4008018e-05  1.0972598e-02 -3.8327045e-05 -3.0006292e-01
  -4.8458920e+00 -8.5444431e+00 -2.9210265e+00  1.2115039e+00
   7.7441686e-01  1.0359834e+00]]",[-2.4217389]
52,"[[-3.0321035e-01 -7.9339165e-03 -2.8881708e-01  1.4459555e-01
   5.2404398e-01 -2.6824072e-01 -1.2907143e+00  6.4141549e-02
   4.5638463e-01 -7.9976274e-03 -3.5652107e-01 -1.5535940e+00
   6.5080421e-05  1.1157259e-02  3.4483701e-06 -3.0087432e-01
  -4.8775024e+00 -8.5965405e+00 -2.9387989e+00  1.2110875e+00
   7.7353531e-01  1.0397449e+00]]",[-2.4149456]
53,"[[-3.0729893e-01 -7.8190705e-03 -2.9209071e-01  1.4314543e-01
   5.2504140e-01 -2.6973164e-01 -1.3008310e+00  6.2138926e-02
   4.5712021e-01 -8.4188301e-03 -3.5823932e-01 -1.5849154e+00
   7.3198309e-05  1.1112473e-02 -6.3290063e-05 -3.0159199e-01
  -4.9082088e+00 -8.6471834e+00 -2.9560223e+00  1.2107623e+00
   7.7276927e-01  1.0435171e+00]]",[-2.408241]
54,"[[-3.1126449e-01 -7.9662502e-03 -2.9523927e-01  1.4175147e-01
   5.2600527e-01 -2.7115208e-01 -1.3106482e+00  6.0207348e-02
   4.5784190e-01 -8.3942302e-03 -3.5988700e-01 -1.6156720e+00
  -1.2293730e-05  1.1239147e-02 -2.7735106e-05 -3.0222702e-01
  -4.9380484e+00 -8.6964350e+00 -2.9727130e+00  1.2105240e+00
   7.7212352e-01  1.0473003e+00]]",[-2.4016552]
55,"[[-3.1511030e-01 -7.9536075e-03 -2.9826364e-01  1.4041641e-01
   5.2694064e-01 -2.7250245e-01 -1.3201722e+00  5.8346588e-02
   4.5855272e-01 -8.3479080e-03 -3.6146703e-01 -1.6458707e+00
   8.7540557e-06  1.1333488e-02 -9.0795038e-05 -3.0278495e-01
  -4.9670625e+00 -8.7443304e+00 -2.9888980e+00  1.2103688e+00
   7.7159160e-01  1.0510900e+00]]",[-2.3951902]
56,"[[-3.1884116e-01 -7.9609239e-03 -3.0117103e-01  1.3913654e-01
   5.2784806e-01 -2.7378911e-01 -1.3294165e+00  5.6552529e-02
   4.5925269e-01 -8.4312297e-03 -3.6298102e-01 -1.6755100e+00
  -6.0911178e-05  1.1387860e-02 -5.9926460e-05 -3.0327019e-01
  -4.9952722e+00 -8.7909346e+00 -3.0045948e+00  1.2102921e+00
   7.7117085e-01  1.0548792e+00]]",[-2.3888183]
57,"[[-3.2246897e-01 -7.9753567e-03 -3.0396995e-01  1.3790457e-01
   5.2872556e-01 -2.7502197e-01 -1.3384004e+00  5.4819796e-02
   4.5994040e-01 -8.7836571e-03 -3.6443704e-01 -1.7045887e+00
  -1.2751254e-05  1.1395351e-02  5.9507136e-05 -3.0368751e-01
  -5.0226998e+00 -8.8362942e+00 -3.0198257e+00  1.2102886e+00
   7.7085453e-01  1.0586668e+00]]",[-2.382528]
58,"[[-3.2599545e-01 -7.8064040e-03 -3.0667123e-01  1.3671620e-01
   5.2957219e-01 -2.7620631e-01 -1.3471302e+00  5.3143095e-02
   4.6061191e-01 -8.9933733e-03 -3.6583704e-01 -1.7331264e+00
  -5.2551237e-05  1.1547662e-02  6.2454063e-05 -3.0403811e-01
  -5.0493779e+00 -8.8804474e+00 -3.0346079e+00  1.2103546e+00
   7.7063555e-01  1.0624549e+00]]",[-2.3763597]
59,"[[-3.2942051e-01 -7.8229886e-03 -3.0927148e-01  1.3557726e-01
   5.3039426e-01 -2.7733818e-01 -1.3556124e+00  5.1523332e-02
   4.6127230e-01 -8.9152232e-03 -3.6718217e-01 -1.7611334e+00
   9.4022953e-06  1.1648271e-02 -4.6952842e-05 -3.0433172e-01
  -5.0753393e+00 -8.9234562e+00 -3.0489600e+00  1.2104876e+00
   7.7051455e-01  1.0662378e+00]]",[-2.370314]
60,"[[-3.3274707e-01 -7.7972547e-03 -3.1177476e-01  1.3448244e-01
   5.3119463e-01 -2.7842280e-01 -1.3638569e+00  4.9961518e-02
   4.6192428e-01 -8.9335432e-03 -3.6847621e-01 -1.7886083e+00
  -3.0726645e-05  1.1695267e-02 -6.7951376e-05 -3.0457273e-01
  -5.1006026e+00 -8.9653330e+00 -3.0628977e+00  1.2106829e+00
   7.7049023e-01  1.0700128e+00]]",[-2.3643696]
61,"[[-3.3598176e-01 -7.9253130e-03 -3.1418809e-01  1.3343264e-01
   5.3197104e-01 -2.7946317e-01 -1.3718706e+00  4.8450954e-02
   4.6256518e-01 -9.0071624e-03 -3.6972353e-01 -1.8155537e+00
   3.5286837e-05  1.1876435e-02 -9.6936537e-06 -3.0476299e-01
  -5.1251998e+00 -9.0061264e+00 -3.0764368e+00  1.2109374e+00
   7.7055436e-01  1.0737777e+00]]",[-2.3585165]
62,"[[-3.3912650e-01 -7.8148544e-03 -3.1651875e-01  1.3242173e-01
   5.3272343e-01 -2.8046536e-01 -1.3796668e+00  4.6991963e-02
   4.6319368e-01 -9.1214580e-03 -3.7092558e-01 -1.8419878e+00
   4.1108169e-06  1.1988926e-02 -7.2286319e-05 -3.0490497e-01
  -5.1491537e+00 -9.0458908e+00 -3.0895889e+00  1.2112452e+00
   7.7070212e-01  1.0775330e+00]]",[-2.3527815]
63,"[[-3.4219193e-01 -7.8256885e-03 -3.1876642e-01  1.3144802e-01
   5.3345269e-01 -2.8143182e-01 -1.3872565e+00  4.5579303e-02
   4.6381110e-01 -9.0681128e-03 -3.7208447e-01 -1.8679146e+00
   7.6497236e-05  1.2033910e-02 -5.8450609e-05 -3.0500516e-01
  -5.1724715e+00 -9.0846481e+00 -3.1023743e+00  1.2116066e+00
   7.7093160e-01  1.0812722e+00]]",[-2.3471467]
64,"[[-3.4518129e-01 -7.7432059e-03 -3.2093552e-01  1.3051225e-01
   5.3415871e-01 -2.8236517e-01 -1.3946434e+00  4.4212867e-02
   4.6441740e-01 -9.2427097e-03 -3.7320256e-01 -1.8933395e+00
   5.5240685e-05  1.2005704e-02  3.2006199e-05 -3.0506617e-01
  -5.1951895e+00 -9.1224213e+00 -3.1148038e+00  1.2120179e+00
   7.7123892e-01  1.0849940e+00]]",[-2.3416078]
